latitude,longitude,region,season,elevation,slope_degrees,vegetation_index,water_index,urban_proximity,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,soil_moisture_percent,river_level_m,distance_to_river_km,drainage_capacity,historical_flood_frequency,population_density,risk_level
26.6961,91.3391,East,Post-Monsoon,15,3.54,0.787,0.55,13.6,41.5,112.7,237.5,54.0,2.76,10.15,0.831,2,716,Moderate
9.7574,74.8341,South,Pre-Monsoon,227,3.09,0.862,0.343,13.7,6.6,20.8,38.3,24.3,1.82,9.12,0.64,1,64,Low
29.3405,75.5967,North,Winter,450,8.22,0.65,0.339,15.2,8.5,23.0,28.5,16.8,0.83,7.42,0.677,1,273,Low
18.3851,75.191,West,Monsoon,242,3.28,0.275,0.927,31.1,52.1,196.1,378.2,62.0,4.6,1.78,0.805,1,344,Severe
29.2392,77.7093,North,Post-Monsoon,303,3.58,0.71,0.543,3.8,17.9,43.5,145.9,48.9,1.69,5.97,0.196,5,544,Moderate
20.2355,75.0268,West,Pre-Monsoon,534,9.42,0.278,0.34,14.7,25.2,35.6,55.7,26.4,3.41,6.64,0.699,3,187,Low
25.7975,90.1986,East,Monsoon,74,1.15,0.477,0.881,10.0,76.8,135.5,302.8,58.6,4.19,7.17,0.363,1,430,Severe
20.6111,74.0166,West,Pre-Monsoon,635,5.66,0.611,0.194,28.5,1.7,4.6,18.5,25.5,3.09,5.4,0.465,4,536,Moderate
22.8104,69.7261,West,Post-Monsoon,689,3.88,0.918,0.533,27.7,24.0,53.8,188.0,57.3,1.23,10.75,0.842,2,3211,Moderate
26.6734,95.9067,Northeast,Pre-Monsoon,1357,3.18,0.406,0.465,10.9,15.8,36.2,64.3,25.8,2.57,10.26,0.903,0,110,Low
21.6639,73.9438,West,Monsoon,48,4.69,0.904,0.345,11.9,3.9,19.9,73.9,29.4,3.22,7.34,0.218,1,378,Moderate
22.2398,82.3643,Central,Post-Monsoon,318,0.72,0.623,0.288,4.7,48.8,67.3,115.5,30.8,3.16,22.96,0.438,0,237,Low
25.2841,87.7797,East,Post-Monsoon,170,1.98,0.278,0.673,17.7,44.8,137.6,215.8,50.6,2.72,7.76,0.3,1,346,High
21.2375,89.4333,East,Post-Monsoon,8,2.4,0.527,0.524,7.5,22.6,67.6,117.9,43.8,3.38,16.9,0.538,1,1405,Moderate
27.4576,77.6562,North,Post-Monsoon,581,5.4,0.369,0.253,12.6,11.5,43.0,118.3,41.3,1.87,4.26,0.608,3,989,Moderate
22.7102,72.2834,West,Post-Monsoon,318,2.72,0.576,0.42,16.6,38.7,97.4,218.5,33.7,2.32,7.28,0.654,2,834,Moderate
13.4371,77.444,South,Post-Monsoon,330,1.87,0.723,0.432,6.8,28.5,52.4,119.0,30.4,2.87,2.07,0.611,4,281,High
22.0434,77.5714,Central,Monsoon,178,3.44,0.871,0.428,7.4,2.7,21.7,46.1,44.6,2.77,7.01,0.618,1,1100,Moderate
14.4958,74.7016,South,Pre-Monsoon,593,4.18,0.312,0.331,3.9,36.7,108.9,201.1,21.8,2.47,30.58,0.399,0,79,Low
8.7624,74.5287,South,Monsoon,5,1.28,0.342,0.99,8.0,48.3,148.3,391.1,64.5,4.02,5.63,0.743,0,1972,Severe
30.6934,74.337,North,Pre-Monsoon,360,10.46,0.683,0.44,29.9,25.6,47.1,117.9,17.6,1.79,26.44,0.897,0,245,Low
30.394,79.9839,North,Monsoon,5,7.1,0.34,0.787,13.6,42.5,132.5,385.6,70.3,3.41,14.55,0.603,0,992,High
21.5497,77.5659,Central,Monsoon,568,9.09,0.694,0.585,11.1,31.9,76.2,184.2,53.8,3.08,12.63,0.344,0,154,Low
26.5748,76.686,North,Pre-Monsoon,669,2.88,0.277,0.454,7.1,11.9,41.9,91.9,37.8,3.17,15.39,0.501,1,352,Low
29.3767,75.2321,North,Post-Monsoon,287,0.9,0.429,0.894,26.7,68.3,196.8,325.3,42.7,3.93,2.19,0.779,2,452,Severe
24.117,94.8559,Northeast,Post-Monsoon,1040,3.57,0.642,0.491,30.1,27.9,60.7,88.9,48.8,3.49,16.84,0.552,0,359,Low
27.0554,95.0743,Northeast,Monsoon,633,5.07,0.41,0.718,13.0,33.6,137.0,245.5,62.9,4.14,7.48,0.454,1,510,High
15.4761,78.4636,South,Winter,99,4.51,0.36,0.524,10.5,9.0,26.6,44.8,21.5,2.06,3.78,0.728,2,118,Low
20.0313,71.5988,West,Monsoon,500,4.42,0.345,0.925,8.0,98.9,249.9,391.4,54.9,3.27,6.4,0.665,5,878,High
24.295,77.9789,Central,Monsoon,73,2.59,0.536,0.664,18.3,31.8,90.6,316.3,63.5,2.68,12.9,0.417,2,58,High
22.4105,91.0366,East,Pre-Monsoon,143,5.36,0.167,0.589,24.7,86.2,129.8,248.1,36.5,3.44,8.8,0.241,0,498,Moderate
23.6042,70.7548,West,Monsoon,69,3.65,0.648,0.841,23.9,5.7,122.6,278.1,58.0,3.08,4.62,0.926,3,245,High
25.7419,87.4323,East,Pre-Monsoon,81,7.75,0.368,0.287,28.3,21.2,44.3,63.0,36.6,2.7,10.62,0.342,1,289,Low
25.4086,95.1066,Northeast,Winter,936,6.53,0.721,0.4,12.6,11.9,30.3,62.4,35.3,2.3,2.06,0.642,4,661,Moderate
26.3252,94.238,Northeast,Monsoon,5,3.55,0.507,0.644,12.1,40.5,85.3,213.0,47.2,3.96,6.58,0.618,3,160,High
15.6746,78.7591,South,Monsoon,560,1.97,0.786,0.99,4.8,148.1,412.5,964.2,95.4,3.58,36.23,0.631,1,174,Moderate
31.7422,76.6205,North,Monsoon,5,2.65,0.718,0.981,16.3,52.8,140.5,520.8,75.2,2.85,1.5,0.355,3,400,Severe
22.8819,71.2259,West,Monsoon,16,5.3,0.303,0.99,4.7,105.2,325.7,781.8,98.7,4.32,9.91,0.078,1,237,Severe
26.8847,85.0968,East,Post-Monsoon,5,2.58,0.473,0.41,62.1,14.2,55.5,161.2,44.8,2.84,12.85,0.834,2,388,Moderate
25.506,82.3147,Central,Post-Monsoon,108,4.22,0.882,0.48,7.0,21.8,65.0,154.7,43.1,1.78,8.15,0.646,5,417,Moderate
31.2269,77.6184,North,Post-Monsoon,5,8.52,0.334,0.232,10.8,6.6,19.7,59.8,23.8,2.67,6.85,0.523,2,810,Low
29.7554,74.0182,North,Post-Monsoon,557,5.66,0.691,0.541,8.8,52.4,159.4,239.2,42.6,2.97,1.34,0.638,4,52,High
13.8645,75.8874,South,Monsoon,242,8.69,0.492,0.499,10.9,27.4,89.1,157.6,48.9,1.65,8.9,0.744,1,521,Low
23.4929,72.7506,West,Monsoon,324,4.64,0.603,0.336,33.9,15.4,45.8,124.6,52.2,2.24,7.37,0.852,3,657,Moderate
21.6708,77.9785,Central,Post-Monsoon,540,1.81,0.617,0.56,5.6,49.6,93.1,290.0,54.3,2.79,1.57,0.542,1,266,High
27.1922,75.8008,North,Monsoon,5,7.18,0.544,0.99,13.4,113.4,328.8,434.1,49.8,4.68,9.8,0.598,2,1568,High
21.5221,82.5556,Central,Monsoon,354,3.71,0.575,0.815,2.7,43.1,101.1,311.0,54.5,3.51,3.4,0.645,1,107,High
28.0833,77.218,North,Pre-Monsoon,603,3.1,0.274,0.442,25.5,24.9,61.2,119.2,30.5,2.58,9.98,0.599,3,1461,Moderate
26.9021,78.1669,North,Post-Monsoon,337,1.22,0.53,0.34,43.7,25.8,43.5,81.3,41.6,2.96,14.58,0.699,2,820,Moderate
19.5768,70.1336,West,Pre-Monsoon,231,4.06,0.054,0.349,16.6,14.1,46.0,113.0,32.9,1.9,1.5,0.312,3,169,Moderate
26.1454,89.3844,East,Winter,270,2.16,0.744,0.131,27.6,4.0,23.4,33.4,20.0,2.97,21.75,0.257,3,276,Low
12.1248,77.4888,South,Pre-Monsoon,595,4.35,0.508,0.459,9.0,6.0,29.4,76.9,26.3,3.4,0.91,0.499,5,516,Moderate
30.9316,75.8798,North,Monsoon,470,0.96,0.789,0.968,39.6,77.5,202.5,376.5,61.3,4.16,11.4,0.257,1,1081,High
30.672,76.4235,North,Monsoon,266,2.19,0.903,0.534,20.2,31.8,91.3,221.1,41.6,2.44,8.23,0.799,0,547,Moderate
12.8317,78.4543,South,Monsoon,271,8.3,0.746,0.564,6.1,8.1,80.8,182.3,38.0,2.12,7.14,0.566,1,86,Low
26.6389,85.1815,East,Monsoon,79,4.35,0.481,0.777,26.1,82.2,204.5,420.4,63.9,3.38,8.92,0.825,4,2674,Severe
13.1875,74.2937,South,Post-Monsoon,892,5.38,0.908,0.637,9.9,23.0,89.2,180.2,45.5,4.36,1.4,0.413,2,462,High
25.5221,78.5813,Central,Pre-Monsoon,237,7.69,0.431,0.411,7.1,7.6,20.1,59.5,21.2,2.83,2.84,0.597,5,2281,Moderate
31.4621,75.3274,North,Monsoon,430,6.43,0.687,0.37,11.4,8.7,34.9,64.5,45.9,1.92,4.51,0.507,1,797,Low
24.3028,78.4234,Central,Pre-Monsoon,285,1.68,0.525,0.371,13.2,10.6,38.8,63.5,29.4,2.32,0.87,0.749,2,84,Moderate
24.4929,91.5624,East,Monsoon,157,3.95,0.218,0.873,12.9,56.6,159.7,359.5,55.6,4.38,3.6,0.243,2,282,Severe
18.0394,72.5651,West,Winter,289,3.38,0.686,0.474,27.9,6.9,21.9,56.6,28.1,2.39,7.58,0.721,0,363,Low
26.3804,75.7582,North,Monsoon,386,1.01,0.339,0.464,15.2,2.7,34.8,137.0,37.5,2.24,11.79,0.762,3,293,Low
25.8451,79.0262,Central,Post-Monsoon,217,0.92,0.457,0.568,25.2,37.4,89.7,183.2,55.1,1.68,6.95,0.757,2,665,High
9.2331,77.8082,South,Monsoon,483,6.62,0.576,0.554,41.4,62.6,95.7,164.6,38.0,3.62,13.92,0.724,1,219,Low
21.6929,69.3374,West,Monsoon,217,1.48,0.854,0.354,11.5,9.1,52.7,117.1,43.1,3.56,7.87,0.471,2,128,Moderate
24.1921,91.1283,Northeast,Winter,855,7.78,0.474,0.365,16.3,19.0,34.7,83.1,11.6,1.45,10.11,0.533,3,263,Low
23.3797,86.1774,East,Pre-Monsoon,9,6.06,0.326,0.453,19.5,22.9,37.7,72.4,40.6,2.39,7.79,0.78,2,907,Moderate
24.5515,79.585,Central,Winter,902,7.24,0.465,0.248,21.7,10.1,21.0,61.1,24.1,2.45,19.9,0.619,0,2487,Low
10.3591,75.7172,South,Monsoon,788,2.25,0.324,0.594,9.9,31.9,95.2,248.6,57.1,1.79,3.74,0.517,0,299,Low
24.4316,92.8424,Northeast,Monsoon,764,7.16,0.742,0.99,2.4,136.6,377.7,648.8,58.4,7.04,1.14,0.556,3,317,Severe
27.2924,94.8343,Northeast,Winter,5,5.79,0.478,0.565,3.9,35.0,70.4,131.1,14.5,2.58,1.05,0.717,3,2679,Moderate
26.2166,91.8989,Northeast,Monsoon,356,3.31,0.457,0.881,16.8,64.2,182.1,321.8,56.8,4.67,6.27,0.61,1,336,High
31.7883,78.1241,North,Winter,312,5.27,0.618,0.285,2.9,2.4,8.5,23.3,12.1,1.34,0.61,0.373,5,506,Moderate
24.8585,79.3582,Central,Winter,634,12.06,0.537,0.129,15.7,3.7,10.8,22.9,23.2,0.51,1.78,0.209,1,2070,Low
23.3086,79.155,Central,Monsoon,210,6.02,0.774,0.499,6.8,18.6,41.8,198.6,44.0,1.9,9.72,0.554,2,416,Low
8.807,76.4547,South,Monsoon,575,2.44,0.321,0.99,10.4,60.6,219.1,587.4,83.5,3.8,1.54,0.596,1,172,Severe
23.6031,87.6198,East,Winter,250,3.76,0.62,0.328,36.8,13.7,38.2,69.2,22.1,3.44,10.15,0.748,2,1225,Moderate
27.1079,95.787,Northeast,Pre-Monsoon,717,3.41,0.59,0.1,15.6,1.2,4.5,18.7,12.0,0.89,8.46,0.639,2,225,Low
23.2094,91.624,East,Post-Monsoon,285,5.26,0.383,0.498,9.2,16.7,45.4,88.3,20.7,3.5,13.54,0.264,1,462,Low
20.9555,71.8745,West,Pre-Monsoon,848,4.19,0.162,0.458,12.2,12.8,54.2,137.7,32.8,2.63,5.83,0.477,4,283,Low
22.6737,75.7202,West,Pre-Monsoon,219,2.49,0.508,0.519,10.2,12.1,32.1,88.8,30.9,3.63,1.84,0.628,0,3307,Moderate
31.7986,76.0236,North,Monsoon,96,3.7,0.273,0.469,13.2,25.0,75.3,169.6,48.1,3.06,21.26,0.849,0,624,Low
10.9637,76.1374,South,Post-Monsoon,593,6.71,0.618,0.412,12.3,24.7,64.4,141.5,39.4,2.75,4.47,0.456,2,1118,Moderate
30.0465,75.6777,North,Post-Monsoon,395,0.73,0.839,0.99,20.2,105.9,254.4,490.1,57.0,2.68,8.52,0.168,2,1664,Severe
13.9608,78.31,South,Post-Monsoon,194,4.07,0.595,0.519,8.7,24.9,79.6,225.0,50.2,2.4,4.43,0.26,1,1029,High
22.1916,83.9822,Central,Monsoon,328,1.5,0.336,0.676,14.2,18.6,47.7,171.4,49.2,3.1,4.6,0.695,1,179,High
21.0841,85.5595,East,Monsoon,5,5.41,0.754,0.749,14.8,47.7,152.4,293.6,60.8,3.21,5.21,0.628,1,65,High
15.0841,76.8127,South,Monsoon,770,2.89,0.652,0.811,35.3,106.3,162.2,310.6,68.2,4.34,13.2,0.713,1,462,Moderate
31.2905,75.7914,North,Monsoon,5,5.89,0.65,0.589,18.4,29.9,85.2,238.4,59.1,2.73,1.44,0.663,1,1412,High
23.8457,81.5449,Central,Monsoon,537,5.84,0.628,0.935,27.5,42.8,191.5,419.2,62.0,2.74,9.89,0.535,0,666,Moderate
24.6452,91.0355,Northeast,Post-Monsoon,760,12.19,0.472,0.649,16.4,90.3,148.4,211.9,38.1,2.93,9.04,0.401,2,1456,Moderate
28.6306,77.6759,North,Pre-Monsoon,516,7.63,0.404,0.432,19.1,4.3,14.6,61.4,34.4,2.26,3.17,0.647,2,61,Low
10.9702,78.5604,South,Pre-Monsoon,485,4.4,0.348,0.247,5.7,14.7,49.2,75.1,23.6,4.04,3.34,0.677,5,497,High
18.585,74.1728,West,Post-Monsoon,471,8.88,0.342,0.455,7.5,14.8,44.6,79.6,33.9,2.07,3.36,0.488,1,366,Low
21.5727,69.4802,West,Pre-Monsoon,454,7.23,0.674,0.279,4.7,13.7,24.1,55.0,23.7,1.93,19.73,0.423,1,1460,Low
12.9289,75.89,South,Winter,134,2.92,0.366,0.487,36.3,6.3,12.0,34.1,16.7,2.58,0.51,0.891,1,893,Moderate
19.1934,73.8149,West,Monsoon,5,2.09,0.501,0.705,20.0,11.1,158.8,254.2,61.1,3.39,22.09,0.76,1,523,High
12.7587,77.2477,South,Pre-Monsoon,5,11.33,0.597,0.328,5.6,4.5,33.8,69.2,22.8,1.39,3.91,0.149,3,418,Low
22.1403,85.0304,East,Winter,95,10.75,0.743,0.539,12.6,25.8,79.6,162.1,14.4,2.74,19.31,0.609,0,54,Low
21.0876,70.3728,West,Post-Monsoon,682,1.05,0.406,0.56,7.6,21.3,53.3,132.1,36.2,1.34,5.59,0.351,1,142,Low
22.7911,83.053,Central,Winter,176,3.66,0.737,0.374,9.0,6.9,36.4,85.8,23.5,4.19,6.39,0.581,1,2004,Moderate
27.8804,77.3649,North,Monsoon,361,8.75,0.535,0.99,14.9,122.3,259.4,623.0,77.6,4.33,5.05,0.605,3,299,Severe
11.7803,79.4419,South,Monsoon,462,10.04,0.638,0.678,35.4,68.1,166.3,262.9,60.4,3.5,5.69,0.474,3,2868,Severe
26.9262,76.4414,North,Post-Monsoon,417,9.68,0.782,0.542,19.1,14.3,61.7,96.2,38.8,2.99,4.16,0.551,3,86,Low
23.3486,83.149,Central,Monsoon,271,3.97,0.403,0.64,18.1,59.2,112.8,193.0,52.3,3.55,6.56,0.468,2,929,High
13.5537,76.6285,South,Monsoon,872,2.23,0.446,0.708,17.2,119.4,177.4,311.5,49.9,3.22,9.4,0.381,1,402,High
18.9499,72.3192,West,Monsoon,480,4.63,0.695,0.963,33.7,72.8,235.4,380.4,58.8,3.66,5.36,0.856,0,87,Moderate
20.6326,85.7255,East,Monsoon,230,2.46,0.631,0.552,35.7,44.8,102.7,166.6,60.7,4.18,11.17,0.766,1,1105,High
23.4741,71.0592,West,Pre-Monsoon,368,2.78,0.629,0.35,12.4,11.8,39.5,111.2,37.2,2.67,5.74,0.524,5,303,Moderate
25.3111,93.7921,Northeast,Post-Monsoon,1002,2.01,0.8,0.177,18.1,31.1,69.9,120.3,24.9,2.28,24.39,0.926,1,410,Low
19.0997,75.5391,West,Monsoon,584,2.45,0.231,0.99,7.3,176.5,524.2,1157.0,91.3,5.91,10.05,0.493,2,1092,Severe
21.4505,69.3811,West,Winter,319,2.58,0.566,0.304,61.2,12.3,33.3,82.7,15.5,2.97,16.69,0.767,2,286,Low
23.5784,79.4155,Central,Monsoon,331,5.27,0.358,0.563,5.5,22.9,82.4,233.6,56.4,3.21,17.66,0.776,1,658,Moderate
18.0337,75.1667,West,Monsoon,542,5.51,0.748,0.99,6.2,75.3,135.6,506.5,63.8,4.06,4.71,0.765,2,1579,High
18.9386,73.9097,West,Monsoon,5,9.47,0.575,0.135,1.8,8.0,37.3,61.6,39.1,1.63,13.02,0.579,2,149,Low
20.6199,91.9023,East,Post-Monsoon,68,0.75,0.342,0.486,35.8,5.4,34.0,138.5,48.2,3.34,8.95,0.438,3,285,High
26.1895,77.7939,North,Winter,5,4.04,0.573,0.316,25.6,8.6,26.9,62.5,29.4,4.01,15.03,0.629,2,196,Moderate
9.2065,77.4578,South,Monsoon,148,3.38,0.709,0.827,17.2,57.4,106.1,297.9,69.9,3.05,7.62,0.623,1,149,High
21.1329,82.2016,Central,Monsoon,197,4.25,0.252,0.703,20.1,56.7,172.5,281.2,55.7,4.19,12.28,0.368,5,1089,Severe
27.4046,91.4225,Northeast,Post-Monsoon,1301,6.76,0.657,0.746,1.1,55.7,147.6,275.2,55.0,2.42,7.75,0.465,0,352,Low
24.0427,79.7661,Central,Pre-Monsoon,652,4.16,0.963,0.286,4.2,9.8,24.8,80.3,21.6,3.55,12.33,0.705,2,1921,Low
20.996,71.5395,West,Post-Monsoon,526,4.24,0.264,0.428,19.8,37.7,75.9,212.6,39.7,2.67,5.46,0.501,3,613,Moderate
22.1828,91.8021,East,Post-Monsoon,147,9.0,0.761,0.468,31.0,22.1,49.4,114.5,36.9,2.4,4.87,0.436,3,141,Moderate
8.5988,78.023,South,Monsoon,138,2.9,0.662,0.98,16.8,60.2,171.3,349.0,79.7,4.7,4.87,0.319,3,197,Severe
26.3438,94.8022,Northeast,Post-Monsoon,537,4.66,0.486,0.295,11.2,18.9,44.5,100.4,36.0,4.34,18.1,0.737,1,180,Low
10.7843,79.4739,South,Post-Monsoon,325,5.8,0.212,0.578,6.8,21.4,103.5,271.4,40.2,2.73,26.93,0.703,0,1134,Low
18.2458,75.1575,West,Pre-Monsoon,374,8.74,0.361,0.227,17.9,7.2,21.9,68.4,15.0,1.68,6.18,0.113,1,481,Low
15.7545,77.8168,South,Monsoon,750,1.85,0.948,0.538,23.1,44.5,142.2,207.2,48.8,3.88,1.41,0.282,3,723,Severe
22.7927,80.7575,Central,Monsoon,236,0.94,0.429,0.99,24.5,77.4,251.4,519.4,75.0,5.23,4.01,0.752,2,1776,Severe
26.6763,94.0842,Northeast,Post-Monsoon,122,3.56,0.911,0.877,27.6,66.8,188.0,378.7,59.3,3.54,4.23,0.681,2,603,Severe
25.0605,81.8761,Central,Post-Monsoon,373,2.53,0.816,0.623,33.0,47.7,152.4,282.1,32.4,2.88,2.06,0.794,6,3680,High
21.2567,71.8441,West,Monsoon,378,3.79,0.438,0.68,13.7,29.2,76.0,210.6,46.5,3.16,5.33,0.648,2,843,High
24.6629,87.6922,East,Monsoon,5,12.18,0.505,0.962,11.5,82.8,185.0,320.9,57.2,5.05,7.85,0.67,3,1620,High
19.106,73.8886,West,Pre-Monsoon,128,0.73,0.831,0.178,7.6,5.5,16.1,34.0,14.2,1.23,7.34,0.705,0,107,Low
24.296,90.2002,East,Pre-Monsoon,39,8.85,0.904,0.62,16.0,25.1,77.2,99.8,31.3,4.07,6.2,0.638,1,728,Moderate
24.8258,93.0244,Northeast,Monsoon,945,3.86,0.568,0.484,21.0,18.9,50.6,93.7,43.3,4.0,2.61,0.419,4,697,High
22.3592,74.5151,West,Pre-Monsoon,277,5.2,0.551,0.465,20.5,33.1,84.9,140.9,37.9,4.88,17.7,0.796,0,507,Low
23.2097,71.0047,West,Pre-Monsoon,270,7.47,0.268,0.239,18.9,6.0,15.3,30.7,28.3,2.43,0.22,0.045,2,539,Low
23.9162,90.1515,East,Post-Monsoon,137,5.41,0.418,0.653,10.4,42.4,101.2,207.9,37.0,3.84,11.29,0.738,1,623,Moderate
15.6249,77.6744,South,Post-Monsoon,5,0.95,0.869,0.99,24.1,121.6,353.9,697.0,78.6,3.7,2.04,0.514,3,263,Severe
22.5513,69.5058,West,Pre-Monsoon,57,18.62,0.518,0.398,9.4,8.1,24.0,67.1,17.7,2.13,8.25,0.775,2,390,Low
26.252,77.8568,North,Post-Monsoon,84,0.44,0.466,0.425,41.1,29.3,62.3,141.4,44.0,2.89,7.03,0.576,2,371,High
21.2815,80.6545,Central,Pre-Monsoon,427,7.66,0.762,0.199,21.1,3.5,8.5,21.4,27.7,2.66,15.17,0.819,0,1612,Low
25.2425,85.6987,East,Monsoon,57,3.49,0.646,0.909,11.2,82.7,194.9,392.5,54.4,3.63,13.61,0.46,4,342,Severe
18.3803,75.0769,West,Winter,416,8.88,0.368,0.211,16.0,2.7,10.6,14.9,19.5,1.95,5.56,0.442,3,436,Low
22.9588,86.6458,East,Monsoon,78,3.65,0.811,0.751,3.8,60.6,156.0,330.9,60.6,2.03,8.79,0.159,0,71,High
13.0646,79.0012,South,Pre-Monsoon,225,4.39,0.792,0.386,20.6,2.9,9.0,17.5,18.7,2.95,2.09,0.746,5,10883,Moderate
12.6297,79.951,South,Monsoon,118,3.16,0.558,0.672,9.5,64.5,193.0,352.8,67.9,2.04,6.69,0.517,0,539,High
23.781,80.058,Central,Post-Monsoon,765,3.19,0.564,0.429,11.6,19.7,63.5,187.9,44.9,3.17,25.45,0.393,0,2294,Low
30.1494,74.0787,North,Monsoon,214,2.87,0.396,0.651,9.7,34.9,93.8,205.8,38.4,4.15,13.29,0.605,0,2012,Moderate
26.2233,91.5069,Northeast,Winter,1141,9.07,0.548,0.286,18.6,2.4,5.0,11.9,13.1,2.04,6.75,0.291,3,2537,Low
13.0657,79.3936,South,Monsoon,589,12.04,0.584,0.928,17.4,58.3,159.0,371.7,46.5,2.48,9.62,0.162,2,61,Moderate
23.0947,91.2229,East,Pre-Monsoon,5,10.57,0.575,0.441,20.4,13.4,39.4,91.4,32.4,3.64,0.63,0.955,4,62,High
23.6261,86.1599,East,Monsoon,169,2.45,0.656,0.523,2.6,35.7,93.6,199.3,40.6,2.79,3.74,0.406,5,495,High
20.4661,88.646,East,Post-Monsoon,5,8.96,0.603,0.624,9.8,13.6,35.2,112.0,45.9,1.75,1.19,0.369,4,1239,Moderate
22.8001,76.0947,Central,Monsoon,380,10.16,0.375,0.823,10.2,71.7,150.9,376.5,54.9,4.03,10.6,0.49,1,227,Moderate
24.0718,86.7091,East,Winter,249,1.55,0.283,0.295,8.1,13.2,42.7,80.3,20.6,3.35,14.06,0.536,1,164,Moderate
20.9781,70.619,West,Winter,708,2.95,0.883,0.392,9.1,7.1,28.6,60.2,24.3,2.03,4.78,0.893,4,83,Low
11.435,74.7493,South,Pre-Monsoon,377,1.83,0.504,0.521,15.1,49.1,92.9,114.8,33.9,2.68,7.31,0.368,3,247,High
21.4665,83.7581,Central,Pre-Monsoon,891,4.72,0.329,0.4,14.9,24.7,42.5,80.4,21.1,2.05,14.32,0.783,0,328,Low
10.3071,78.0587,South,Monsoon,316,6.19,0.457,0.912,18.4,76.7,147.3,400.9,75.3,4.15,2.05,0.43,3,303,Severe
23.0685,76.3039,Central,Post-Monsoon,317,1.47,0.504,0.484,20.0,24.2,61.6,111.8,22.1,1.62,14.95,0.788,0,156,Low
28.0194,76.0344,North,Post-Monsoon,461,2.66,0.395,0.699,13.6,29.7,99.2,224.7,55.2,1.59,10.42,0.06,0,180,Moderate
23.0464,76.9624,Central,Monsoon,349,1.9,0.436,0.99,16.3,138.7,269.7,551.2,82.1,4.6,38.9,0.765,0,157,Moderate
25.2517,88.9033,East,Winter,49,7.88,0.902,0.01,23.4,2.7,13.0,33.4,18.8,2.34,34.77,0.802,2,1126,Low
26.3244,75.4657,North,Monsoon,122,8.9,0.927,0.635,14.4,52.9,206.7,272.4,59.8,3.91,11.43,0.534,4,523,High
26.9361,93.2587,Northeast,Winter,1132,8.23,0.3,0.263,20.5,17.4,29.4,74.6,11.6,2.34,6.22,0.768,1,1008,Low
21.8455,86.3757,East,Winter,182,7.14,0.532,0.436,20.1,4.3,21.9,39.1,20.5,3.15,12.81,0.708,1,593,Low
26.6732,78.9747,North,Pre-Monsoon,855,8.73,0.774,0.207,28.0,11.8,26.7,80.1,15.6,2.51,5.46,0.591,2,133,Low
8.0444,75.9715,South,Monsoon,366,4.24,0.282,0.85,16.0,83.3,205.3,328.5,56.0,3.87,8.99,0.137,1,266,Severe
25.9837,86.5102,East,Pre-Monsoon,173,4.77,0.46,0.493,6.6,24.9,68.7,112.1,29.7,3.64,6.6,0.727,4,130,Moderate
29.9917,75.6526,North,Winter,265,1.49,0.352,0.274,22.5,7.4,17.2,44.5,29.9,2.85,13.72,0.346,3,165,Moderate
8.1536,76.4868,South,Monsoon,655,2.23,0.169,0.99,14.2,60.9,262.8,518.6,75.2,3.17,13.6,0.515,2,608,High
24.7665,76.3398,Central,Winter,616,2.86,0.472,0.339,34.6,8.9,22.1,37.1,41.8,3.77,3.93,0.582,4,230,Moderate
21.7601,81.0096,Central,Monsoon,842,7.02,0.482,0.669,3.8,14.4,55.5,238.6,56.8,4.05,8.94,0.303,1,403,Moderate
31.6321,75.9038,North,Monsoon,107,4.46,0.491,0.624,57.0,32.0,102.1,230.0,49.4,2.82,1.1,0.627,2,814,High
15.7773,77.8721,South,Winter,756,6.61,0.537,0.396,26.4,9.3,22.9,38.3,17.1,1.74,7.12,0.64,3,101,Low
25.1519,78.4211,Central,Monsoon,339,3.8,0.403,0.714,12.3,33.0,122.6,242.0,66.4,2.69,9.82,0.816,2,271,Moderate
28.4479,77.2267,North,Post-Monsoon,281,7.18,0.569,0.726,16.6,33.9,56.5,120.8,48.7,3.67,3.08,0.671,4,521,High
21.8635,85.3276,East,Monsoon,21,0.66,0.483,0.521,16.2,15.1,79.9,139.2,62.4,2.67,11.85,0.642,2,253,High
30.6659,77.2844,North,Pre-Monsoon,120,5.45,0.436,0.187,12.2,8.1,25.5,67.0,30.6,0.82,27.47,0.63,0,51,Low
18.6671,75.5226,West,Pre-Monsoon,5,1.68,0.409,0.279,5.6,8.5,25.9,36.1,27.7,2.37,9.67,0.266,0,302,Moderate
23.5925,91.9312,East,Pre-Monsoon,58,3.15,0.45,0.495,28.4,26.5,72.6,92.5,23.0,2.25,17.02,0.207,1,1314,Moderate
13.9566,74.8707,South,Post-Monsoon,727,4.34,0.605,0.432,13.9,26.5,61.5,121.0,40.4,2.16,12.06,0.417,1,1160,Low
24.691,92.7482,Northeast,Monsoon,798,4.3,0.831,0.644,27.6,82.2,144.5,268.3,55.0,3.49,1.17,0.718,3,320,High
26.1213,85.7917,East,Monsoon,69,2.47,0.667,0.727,8.8,64.6,150.9,279.0,63.7,3.8,11.55,0.461,0,684,High
13.5212,78.1561,South,Pre-Monsoon,593,1.24,0.682,0.127,16.4,6.2,20.2,29.2,25.7,2.43,31.05,0.355,4,317,Moderate
25.1669,87.9093,East,Post-Monsoon,75,3.64,0.693,0.812,2.0,34.7,113.1,269.1,43.7,3.24,9.87,0.45,2,322,High
